3974:38716,2303,81362,8258,7008,103304,48028,60521,104704,65569
3975:650,1217,1243,4173,58,17,84,6,518,138
3988:11243,81,986,827,1888,2213,780,18034,500,2967
4006:2200,353,17,302,654,58,245,616,8,301
4007:90659,12438,71698,81,226,17,84626,42924,986,140
4008:17,302,654,2583,226,84,866,354,22219,1462
4009:46276,1119,12512,2239,90093,88499,17,4269,91219,616
4028:17784,81,9212,8511,76420,3423,13471,1888,11268,48523
4031:17,73508,4505,60402,656,302,616,245,301,15894
4053:17876,10323,295,19963,44073,17,100583,736,616,15
4064:14003,302,654,84,861,8,542,2293,6,650
4067:654,58,17,542,650,861,8,84,15,76
4068:3141,17,2200,302,616,3304,13562,4745,508,76
4069:709,3632,1102,354,518,138,162,289,650,15
4084:654,3250,29,17,84,861,518,15,162,289
4091:750,17,15,1102,518,542,354,6,654,322
4098:3563,1681,322,4113,289,3900,20861,5368,2252,37149
4104:76,302,16011,654,58,736,616,84,8,1023
4124:54300,10832,5557,11255,7994,3601,11859,4,168,11433
4132:14202,5465,542,17,15,61,245,616,787,402
4138:124,17220,2162,1119,17,70,62104,875,138,354
4140:2337,61502,1528,1326,168,20606,20747,6097,463,801
4158:3177,5214,760,168,7180,8860,5480,877,984,719
4164:32162,2162,1403,1631,17,1119,57499,302,354,875
4167:17,112040,8968,12776,302,36331,654,508,1606,616
4171:5112,13407,17,8321,19302,9289,11050,43064,57427,9019
4177:17612,5484,11,6579,1979,1362,675,17,21619,518
4179:568,2816,7700,302,17,58,84,616,354,6
4184:199,19963,84,616,354,650,289,1102,301,322
4190:3728,7409,591,68643,82780,70490,17,71806,20194,123202
4210:19984,17,58,66,101,16491,654,302,322,285
4213:29552,8868,990,43182,22606,699,302,654,1102,289
4237:699,302,654,24057,518,354,58,616,1762,55289
4242:559,302,17,542,84,518,654,15,650,564
4249:168,564,89310,19999,79545,17,226,297,984,719
4269:1196,18867,29,84,616,17,354,58,650,518
4273:654,302,84,361,866,70,76,301,58,1462
4275:17,29,654,58,84,616,8,76,354,138
4277:8276,4756,654,58,17,29,162,8,518,354
4281:285,322,901,10930,58,17,84,6,650,861
4301:116,1451,17,84,518,354,654,302,301,15
4303:1684,616,17,58,518,84,650,302,1578,1550
4304:65,302,84,301,239,518,650,138,8,15
4344:5465,3632,58,17,654,302,84,542,650,15
4353:17,5899,1077,787,302,654,87811,8,49643,104726
4357:17,564,650,616,59610,8,9309,12090,327,84037
4365:14593,168,2259,3211,2103,984,9375,8860,463,42205
4371:10066,60334,6507,86979,17,93409,67872,12455,43103,8959
4372:65,42352,967,81,70,76,616,354,58,84
4399:18239,5604,3354,6091,2292,616,58,17,84,138
4400:554,656,853,40390,22980,15,17,13294,616,84
4407:58,29,616,84,354,8,650,76,6,518
4424:46978,14602,76002,44885,83937,18907,47755,94694,36269,72441
4426:4455,12906,29047,8764,85105,35703,50294,40992,106663,88651
4436:2583,238,1065,17,3294,1951,245,28248,736,41006
4457:34988,86607,17,38943,58458,245,542,15,1057,103
4466:21815,119,84,17,1102,138,301,289,6,518
4469:650,1869,1719,43182,559,454,654,29,17,542
4482:356,2068,58,162,861,17,564,6,84,138
4507:322,17250,84,5998,302,654,58,518,110340,1102
4514:245,6901,28541,24467,866,17,96993,76,29,9095
4517:1102,302,354,58,616,518,866,650,361,6
4522:26509,6223,54390,214,16866,40840,15163,3522,24702,22238
4530:6,709,11142,121944,101048,46379,58,17,16180,650
4537:40356,186,17,7649,22713,302,616,654,8,16097
4543:1039,2139,866,17,546,13083,76,354,40,262
4562:5567,82867,17,564,650,616,736,8,58,84
4578:225,1348,43649,29,17,8004,84,6726,591,354
4588:17,58,616,302,84,354,301,76,6752,650
4618:119,990,3017,91159,1965,21775,61590,40513,17,9271
4633:8977,21206,62686,68023,81381,100082,35545,82785,30597,16487
4637:3926,35703,8764,106663,40992,75969,69811,86608,88651,85219
4640:119,709,29,58,84,354,15,650,518,6
4641:189,4825,2880,12990,1527,6266,6434,7880,62536,8848
4642:749,10856,14202,35143,1102,4133,654,616,354,76
4651:302,17,654,58,616,1140,1403,726,190,650
4665:749,1348,58,654,84,616,8,650,29,354
4682:95041,22920,10937,57448,7454,56183,35798,32733,19637,2784
4687:302,726,58,84,395,354,29,616,6,837
4692:302,58,654,1102,354,301,616,866,8,650
4702:13617,72788,34813,67691,5197,83972,60121,3509,36929,8892
4730:356,17952,46215,302,654,84,58,354,616,8
4736:14940,48,866,302,84,654,1187,354,875,70
4745:1558,967,17,84,302,518,289,564,15,542
4749:496,5928,17,108445,94298,616,354,17123,564,74420
4760:40263,17,76,6387,866,4427,361,31633,2848,26966
4762:1578,302,1549,17,542,616,654,62277,58,61
4767:22002,31879,12332,21207,59005,25910,37325,11629,10048,17
4774:116,709,58,354,616,138,518,301,650,866
4779:366,116,15540,17,94,378,273,1382,18056,8543
4788:1102,302,654,58,518,301,866,650,361,285
4794:322,14628,30734,70182,23770,58,58075,650,27781,4240
4796:4622,78605,10503,17,8454,14403,27291,76,19489,21963
4797:402,65,755,20458,4173,3304,15141,6376,6030,8276
4802:13221,48,302,654,84,58,354,1187,616,866
4816:47934,8232,54336,17,85885,8021,302,654,15159,616
4831:654,29,44,58,40192,84,616,76,354,76752
4834:559,875,518,17,542,245,302,787,654,70
4852:81362,38716,2303,8258,103304,48028,82452,60521,53416,61759
4863:84,85303,17,21650,11229,302,15,61,8,1190
4870:17,837,361,616,239,302,654,84,58,29
4875:5237,5214,654,58,29,616,84,76,354,8
4889:18867,786,1155,302,654,1102,48,58,866,616
4894:4880,31606,866,17,698,76,1730,100998,40,546
4910:185,302,654,866,84,58,354,29,616,76
4919:559,17,138,654,19340,518,1190,302,301,15
4926:73168,302,654,84,58,616,787,37127,301,1168
4934:1352,27070,17,7160,2880,3172,10041,76,63563,1527
4935:106,122982,12783,10950,17921,7173,54302,30820,14003,1037
4944:30117,113789,17,302,25954,33050,112750,79084,78535,65925
4946:39258,17,38325,93465,70,88348,21731,1359,16543,104276
4949:508,15403,9354,50424,17,40,654,8454,84167,3037
4951:44666,17134,1205,83775,17,10950,653,76,4991,19228
4956:18867,10039,76,29,17,654,5097,616,226,58
4961:30143,12652,103715,25443,36924,17,54994,26436,840,89560
4986:654,58917,29,17,59847,616,138,70,84,354
4992:1614,1348,17,9789,364,302,32,654,616,58
4998:17,58,8016,302,84,591,6,650,354,518
5001:7973,17,84,616,58,518,354,76,650,302
5006:17,302,654,17867,58,449,62905,73035,616,95593
5007:1405,46215,3153,5117,441,2715,17,2548,4268,13
5018:654,29,58,1102,616,518,354,84,32429,650
5031:2097,302,654,58,84,518,354,301,1102,76
5039:36263,69493,10536,16036,31492,18783,49377,80214,9055,23373
5040:1405,65,1930,17,84,518,15,301,322,542
5047:4958,25164,109766,17,616,32,542,58,117783,654
5048:13069,17,6491,76,30301,18239,650,302,616,500
5079:15,645,58,616,84,354,76,6,8,1102
5086:70,76,500,10048,17,367,866,2139,22002,262
5088:151,17,554,616,302,650,102540,654,114500,58
5090:91608,41570,121610,117859,17,57521,66706,30472,100,13408
5097:17,35482,76,302,57786,508,616,8,1644,654
5107:1217,27478,17,106192,28831,787,35469,302,52552,361
5119:4027,8276,616,84,302,654,58,518,76,1102
5120:50572,20398,866,17,123316,361,62267,25385,616,7194
5129:44666,7711,168,827,5738,5480,23285,719,984,760
5147:654,58,29,84,650,861,8,354,1102,301
5176:2674,17,101,875,654,84,322,302,518,616
5188:3107,4755,17,2880,7006,441,1991,34518,508,76
5207:58113,16671,105986,33239,17,17790,84,94313,518,7318
5208:17,84,138,354,518,289,6,1102,1476,610
5247:1217,2776,58,17,616,654,67427,542,1511,114
5271:36535,75582,85703,26966,37610,85496,17,70,23376,99225
5279:18391,17,58,302,8,1462,736,518,650,6
5288:119,65,28541,302,3233,616,58,76,508,650
5294:124,1958,46215,17,2162,245,15242,891,27487,875
5299:449,296,3297,654,58,616,650,1102,15,6
5300:749,285,44923,17,68502,654,5303,358,58,354
5306:17,3638,302,616,654,58,15,8,518,564
5309:61628,1382,6733,89092,48,1050,10384,17,10681,58438
5329:19871,25479,77881,1119,17,57773,28261,4420,947,75951
5361:29,518,15,13704,2338,22606,46904,1476,17,6030
5364:7450,35283,24655,9323,10305,56900,45160,14890,1992,58654
5378:11644,5315,49219,9629,302,518,8,354,289,650
5385:3675,2917,915,9617,1339,2162,138,8,301,518
5387:650,71980,17,84,6,3234,138,354,322,518
5397:29,84,354,616,866,1102,301,650,76,289
5398:17,71206,654,58,302,14910,616,518,33465,182
5403:18867,2064,654,58,29,84,650,354,8,394
5425:554,17,73,84,302,654,8,518,1804,616
5433:518,101,654,29,84,58,224,354,616,76
5434:95233,5311,13171,17,654,44208,1133,20396,302,81
5435:1086,1102,654,17,29,58,354,616,6,736
5436:116,302,1102,354,654,138,70,899,8,2058
5438:4032,4205,1186,1102,302,654,616,518,58,122913
5449:27264,46806,102412,86493,81,17,5663,76,780,15420
5455:1039,48,58,17,508,518,61,8,84,650
5456:50921,17,15927,58662,8,302,9729,616,518,17946
5458:17,1886,441,79533,302,1205,245,616,12094,8
5462:65,302,84,654,899,354,58,70,518,8
5472:16286,3423,226,780,5767,1749,3498,1888,22597,13544
5474:1196,1405,1039,5465,302,58,84,8,518,50451
5477:95313,37419,112244,78569,1397,70014,804,149,116695,5975
5478:6803,24120,827,90552,40319,74619,17,10451,2153,38785
5479:7312,21722,10234,17,86979,114848,75677,18452,38719,74078
5480:84,58,354,616,8,138,6,518,301,3234
5499:7211,3939,1749,140,3718,2616,37567,226,8283,6108
5512:19984,124,15,17,518,564,61,616,32,245
5527:302,654,58,616,866,76,84,1023,8,138
5530:8546,58,17,542,650,8,518,302,654,564
5535:1382,26273,17,1023,827,226,138,518,354,302
5536:3409,67074,17,67283,17990,654,4529,70,76,616
5542:1958,327,17,119,15,245,131,364,654,2200
5551:302,654,58,19623,361,616,84,866,354,46332
5562:17,302,944,58,616,84,354,29,6,301
5580:654,58,302,616,84,518,15,354,32,322
5601:296,418,58,302,17,84,8,76,138,542
5611:51975,302,654,58,616,224,76,84,60433,564
5632:1217,22606,60815,58,17,302,84,654,15,8
5644:104930,20124,1397,17044,4889,43652,9644,5975,17,9054
5645:17,76,13756,302,654,138,901,866,616,301
5656:1102,302,654,518,58,616,354,6,301,736
5666:236,1912,60428,7795,3448,49,4203,17,82454,24569
5683:30991,719,1013,7180,984,8860,2318,24145,1528,463
5696:2292,39881,17,354,8,15,84,301,302,654
5702:97,3265,84,616,354,6,1102,650,301,239
5707:8225,1352,3172,2880,11725,16519,1712,12990,30257,6266
5717:709,40568,1076,9189,8392,12507,12861,33385,70536,17486
5721:17692,17,40841,302,654,8,84,58,9708,106771
5722:1217,58,17,84,8,224,302,43724,654,15
5741:278,829,58,8,736,616,650,6,518,76
5765:39997,58,17,591,8,654,302,542,902,650
5766:6906,70648,42870,74238,114564,76,101910,17,51980,69687
5780:709,58,17,84,302,327,564,354,518,542
5784:289,17,554,302,542,616,34442,32,76,902
5798:10427,17,89089,8,899,302,9077,80090,27487,14553
5803:65,1102,29,8,138,289,6,76,70,285
5817:749,3628,17,58,84,616,16155,650,1102,12262
5822:19442,28244,109961,17,119496,44868,25726,616,22163,840
5834:2937,5708,17,5702,650,616,58,3429,564,302
5858:28541,168,719,984,2103,14226,8860,5480,7711,135
5863:3915,4671,14259,3578,14669,12861,7468,815,9435,17
5864:1382,1544,116,709,361,17,616,866,70,650
5865:48712,60576,59396,114018,78918,74238,23832,2291,29656,14034
5876:2360,24738,2838,2200,185,81689,10895,16514,75765,245
5884:22935,19197,398,855,17,15,542,1196,616,554
5890:7610,302,17,654,54733,4913,285,58,650,6
5894:749,48210,17,111982,3260,1326,76,15513,5403,81594
5922:58486,1102,302,654,866,64849,58,8,27948,76
5923:1196,10930,17,84,518,616,736,49162,542,650
5943:15444,17,302,654,495,6,616,58,162,285
5956:650,1109,819,5567,709,58,654,15,84,8
5964:356,794,62,48703,17,616,6,58,61,654
5990:87258,14732,17,73294,14920,67617,302,56002,110481,616
6001:9629,30216,984,8860,22333,719,2103,76,2833,661
6002:92724,38745,17,32798,68084,866,302,88824,81709,48014
6018:8445,17,9651,302,131,654,616,4432,486,4268
6020:56900,18975,24655,5053,1992,538,3746,698,45160,9323
6027:6,554,10560,245,356,656,75427,33060,56243,24259
6031:14642,21816,80208,69507,6974,12407,43032,63666,74776,45379
6062:17,46972,31773,13785,91899,302,1851,65,8981,899
6067:12710,48,17,1187,138,14891,354,302,2162,224
6073:17,29,58,8832,616,84,151,76,354,650
6076:65,58,591,17,542,650,654,302,8,564
6078:24608,17185,25479,1495,19871,15921,47516,9289,10492,247
6083:2548,10230,5111,28599,17,12063,50642,2338,616,492
6093:654,29,361,115021,48,8,138,58,301,736
6109:17,1250,22733,302,616,8,18370,15921,654,6243
6118:654,29,58,616,84,1023,76,8,70,500
6128:84,354,138,866,1476,1102,650,301,289,736
6135:120772,2798,120699,3376,149,1991,102385,1790,16005,117175
6137:302,58,354,8,518,1762,138,736,866,289
6139:4249,17,1102,302,654,8,518,354,616,55030
6155:26712,27119,245,1744,1410,14955,710,8,84,518
6161:3409,14964,2447,17,11120,1905,6491,11623,29487,11043
6162:9943,3632,289,17,654,84,302,322,518,616
6164:3423,986,116404,226,1749,262,32272,16059,780,1888
6179:7268,4040,10981,73457,22413,17908,17835,3243,103009,7862
6186:101,17,654,302,542,84,518,616,650,8
6192:6733,18867,138,226,17,354,36210,508,2423,564
6202:17,564,866,12090,302,650,654,2139,361,429
6205:17,354,83183,302,36504,84,57214,254,650,17290
6207:39546,302,654,616,58,84,866,8,301,354
6210:1102,48,518,138,17,1187,354,58,1462,736
6219:4755,3107,2880,1527,7859,17,1352,5624,20951,10041
6228:709,58,18355,302,84,354,1102,76,224,650
6270:2280,22192,19132,17,79129,99471,104149,17522,85600,13872
6271:285,2200,654,58,3234,84,726,495,354,616
6283:302,654,58,616,354,84,76,53409,8,224
6290:18315,3191,2232,17,22540,616,654,302,58,5830
6298:65,61736,5045,4032,73007,17,20974,616,114461,46264
6301:901,17,84,616,495,6,289,70,1102,650
6331:3423,226,780,1888,2301,986,8511,731,1749,22597
6336:3107,48,4825,17,2880,1187,1352,902,189,84
6338:398,5048,302,654,138,1102,3423,58,3374,650
6345:10985,14202,46215,616,58,8,76,245,542,650
6351:1913,6387,10585,385,17,76,5726,12832,120997,25216
6357:813,3476,7178,427,1102,654,58,616,29,518
6371:8276,654,29,17,58,650,616,84,138,162
6392:70,564,58340,986,262,17,361,40,24658,650
6395:21065,1497,4569,44439,4755,1335,4060,8466,39512,27344
6404:661,984,168,5480,53074,2642,9783,1528,34397,1400
6407:1527,81,1352,16404,14059,11839,8588,1712,8848,262
6413:44,20235,17917,52869,17,94441,73534,81,44945,302
6420:10648,8733,15007,2582,574,13677,168,11856,8860,4877
6450:650,116,5017,1102,654,58,518,29,616,138
6457:114321,40240,44315,102509,17,77984,111731,7937,76,14470
6469:17,5581,302,654,58,736,301,84,70,1535
6475:17,302,84,616,354,74910,361,650,301,322
6520:13501,834,4626,13049,27094,18791,5767,508,780,18269
6543:654,29,58,616,17,84,76,542,518,564
6555:654,58,354,8,518,138,616,361,650,6
6565:6573,17,4502,1362,302,12362,1874,13948,84,736
6568:10230,3196,24553,840,197,8041,13049,5627,33763,14793
6587:14202,30301,19233,18438,5343,58,3067,5578,650,17
6593:29,58,17,616,84,726,510,6,72694,354
6594:17,48,1913,1187,302,84,654,76,226,2162
6597:1839,2528,1651,17,1799,76,70,6901,698,8129
6641:1382,26460,8276,15304,10930,17,542,518,564,15
6642:13683,29,518,25363,8445,17342,81112,58,65522,32709
6655:17,866,105226,546,354,226,302,73902,16024,654
6658:6683,17,302,654,20505,117556,4981,84,71859,616
6671:39897,3536,25960,27122,63088,1830,16874,92246,21940,6699
6676:17,79543,866,302,79330,654,27705,15282,58,616
6682:84,239,58,866,726,3234,138,301,361,8
6723:135,9491,12657,46771,7235,168,984,4119,661,29783
6725:288,3155,33967,302,17,654,354,58,650,7589
6728:7667,2995,616,302,8,58,654,84,76,81442
6735:1155,17,616,58,84,354,70,8,6,518
6736:19536,14202,1039,12253,10682,17,8442,2708,14750,10075
6737:17,302,76,654,616,58,650,8,787,84
6749:12254,2103,1400,5480,8860,15624,168,135,661,463
6773:301,616,8,518,1762,6,1119,224,285,322
6792:17,302,1762,654,58,8,518,354,2570,138
6793:5312,692,1102,654,354,138,58,29,8,736
6843:65,31117,908,11,2085,2048,18287,2950,654,84
6851:3915,2880,4825,10041,3107,3172,5624,8848,17,518
6883:17,4542,12724,302,654,58,245,285,57270,25491
6886:179,19984,709,559,230,1548,58,84,616,518
6889:302,654,5337,866,3216,58,84,301,899,361
6895:13083,866,33748,17,1763,546,254,10947,2139,5217
6898:709,40,2139,650,17,1069,81,226,616,500
6903:2414,17,1913,254,302,354,546,98742,2139,654
6932:97,17,61790,6073,224,616,12559,654,5740,58
6933:82584,17,1745,616,3260,302,20168,16654,17492,76
6939:11488,138,17,518,654,226,15,302,58,84
6948:102171,6302,769,14610,56195,4589,1007,64933,31819,3514
6960:361,17,5807,37960,87207,70,119459,84,76,32340
6966:81362,38716,2303,8258,3770,48028,60521,103304,82452,61759
6977:73688,473,10561,46673,101003,17,9902,79831,50316,47726
6982:361,17,73805,75251,47429,302,2845,76,654,354
6984:69814,53992,73267,79255,13644,21229,108856,17,76332,57053
6992:1827,2714,20173,2403,17,53369,82585,245,441,1524
7005:70100,15,1196,5567,14129,302,654,84,616,58
7019:48,17,2162,1187,84,58,8,518,302,10616
7034:65,94,2030,32302,60391,58650,108570,17,58,8
7035:7411,49084,10898,302,654,58,616,2566,1102,301
7044:8579,48,8151,654,84,302,1187,70,301,866
7053:168,37482,719,121894,76,59197,1460,30978,55476,5738
7059:661,2012,6256,58298,984,109940,2318,8860,1326,1740
7112:75057,2449,71443,103280,102248,120102,107052,66211,37505,81729
7116:1245,10175,17,78564,22546,857,28791,16949,22128,302
7118:654,58,29,616,76,84,138,1102,8,6
7133:84,58,354,616,866,650,138,1102,301,8
7137:8563,70580,26165,39684,7082,4943,52245,23213,15202,34038
7159:654,302,84,101,301,736,518,1102,70,8
7173:18525,17,302,654,58,28785,103286,36070,616,54991
7178:33580,25588,9974,107021,1290,302,80579,63619,2683,17
7183:1869,17,616,650,518,736,6,301,289,8
7192:58,616,29,84,15,354,518,8,76,138
7203:11590,16045,5975,10981,8772,17,311,603,17232,7658
7214:60127,1985,763,230,54886,899,46287,17,48,18253
7224:131,52341,17,94039,32,616,61,364,68495,302
7232:50661,10039,5097,890,17,226,4743,2139,1462,138
7268:17,3234,84,616,354,1476,289,162,138,1102
7294:23604,17,518,1102,47807,354,301,654,302,616
7299:4212,743,302,616,654,58,76,542,8,84
7303:83785,74118,104811,121398,46289,61193,69187,23691,79320,42842
7326:87900,76,302,866,95162,61873,361,58,654,138
7346:508,1326,564,9800,168,80327,2139,40,75173,226
7348:17164,17,654,302,58,616,866,76,7960,162
7356:46215,117677,29732,94447,44945,18777,81659,94441,2492,40319
7366:18867,10930,43535,5708,1102,654,29,58,354,616
7367:39204,69067,113879,76,58888,33388,48433,9447,17,8476
7397:6275,58,17,84,182,591,650,8,654,518
7410:81,46621,226,70,500,22823,2967,140,2379,16404
7414:116,1180,162,6278,17,37780,654,93098,18904,39511
7419:168,76,463,8860,2318,1147,719,1400,661,17
7433:302,14528,654,58,866,4985,616,84,76,10736
7444:7334,27085,70818,14669,17,4671,20063,12088,74014,7969
7467:23813,8276,3632,962,5048,22606,4940,654,8,616
7488:116,49219,1719,10279,302,58,84,616,354,518
7518:908,1449,2816,2950,84,302,654,58,66839,616
7519:709,2307,48,1187,302,875,654,70,616,138
7556:67880,48210,47738,71189,20008,25740,103730,22059,25177,31760
7558:168,2318,60709,24358,14226,76,8860,54658,113602,49413
7563:84,58,354,866,3234,138,616,301,650,8
7572:12657,168,984,719,7180,4394,9417,661,8733,5557
7586:760,5480,16929,64022,984,168,2833,1124,8860,3211
7590:654,302,616,44144,289,76,650,542,322,363
7603:4573,302,616,654,58,650,76,8,33267,564
7605:1410,302,654,616,58,76,8,84,650,19288
7607:964,44115,13511,30188,302,76,89705,616,650,107603
7608:302,654,1762,866,354,8,138,58,2570,301
7637:1344,58,302,654,81,616,363,7676,8,84
7657:6135,75298,20235,102808,33346,44877,445,6453,782,75581
7661:17876,49217,44827,17,302,736,616,654,902,84
7678:1352,3107,3172,2880,6434,6601,8848,12990,1712,16519
7692:6,554,656,356,1604,27293,3657,2266,75427,30860
7707:18867,29,84,73,616,301,1804,1102,70,518
7708:1335,21624,6328,109780,13504,1539,311,17,53537,118661
7713:654,29,354,236,84,58,650,5457,70,138
7741:179,14186,302,17,162,944,84,354,861,6
7742:354,3628,3,4113,1021,4174,13458,616,11881,8
7743:736,6249,4123,698,70,96779,650,58,2139,17
7751:15141,427,654,29,48,84,58,354,1187,138
7760:68700,21997,17,64593,89378,34316,302,616,64648,74385
7766:118281,102443,18787,43500,88238,93752,3999,11499,100637,18230
7787:12776,98967,17,54680,518,301,76,327,7705,302
7813:1155,596,106238,17,8087,73745,616,3154,654,121345
7818:5575,356,891,616,58,17,8,650,84,542
7823:28541,15434,10360,2153,17,76,32833,118507,17818,2579
7825:70,1790,17,226,508,354,1023,28882,63109,302
7841:224,1039,58,654,302,8,84,518,8151,650
7844:2427,99471,62435,302,34839,654,84,60636,616,58
7850:869,4121,17,3085,39840,61904,302,7006,76,508
7863:559,17,302,1190,654,16127,616,554,58,364
7869:22646,81362,2303,8258,25398,103304,82571,88899,114916,75269
7888:54038,709,11,654,58,17,84,861,76,542
7894:63428,50605,111136,4858,17,91900,95086,44147,11751,118023
7915:238,84,616,17,58,302,354,6,1102,15
7945:1740,168,9417,463,8860,2642,7235,50045,76,661
7946:1217,2897,8213,17,15,302,138,654,40457,301
7949:119,559,8151,17,1119,327,787,245,508,31792
7951:84,29,58,616,354,301,138,8,518,76
7962:2272,29,8,289,650,564,1762,861,361,1196
7976:26279,56884,42330,46610,18963,34650,61463,17,76001,41166
7977:591,866,302,654,354,76,1102,58,224,301
7990:17,2268,76,1951,616,58,564,302,654,8
8002:33472,5323,62607,7623,16036,5122,2028,4856,29311,441
8009:58,121448,17,13523,591,302,2748,650,654,564
8023:1382,245,353,518,17,58,8,542,12344,564
8032:17,92524,31954,106434,1435,76,70,301,16459,32
8054:873,46215,2139,81,5202,17,68125,564,70,698
8065:8276,58,518,354,495,726,542,861,138,650
8068:10787,24655,538,5962,3746,49507,10048,21640,7450,48016
8069:1372,3207,3506,970,8536,866,8871,245,86638,654
8081:709,302,361,189,84,354,58,76,70,1102
8090:29709,296,84,58,354,616,837,3234,866,650
8097:51052,6588,64856,1435,1936,17,76,508,103027,6793
8103:65416,25751,29263,41180,48159,3509,110789,19603,47013,44420
8130:1102,17,518,354,116922,302,8,654,736,301
8134:1913,2848,57519,105057,17,74016,19626,45269,106223,35268
8137:4880,14202,559,25164,58,29,138,301,736,15
8141:2816,14152,17,974,8743,76,11759,616,10466,7235
8150:65,1958,17,84,302,518,6,138,650,289
8159:17,6400,358,8788,302,616,8,654,17552,76
8163:2930,17,53328,546,254,1995,13083,16390,76,2139
8186:654,518,58,29,354,616,138,37150,301,736
8200:654,302,866,84,58,361,76,301,138,96143
8206:15459,47339,13243,616,1598,28618,1305,262,65599,52551
8217:1786,58,17,22083,591,302,654,861,8,542
8224:96654,2982,814,7624,84,17,518,1462,654,542
8225:774,8871,8536,25783,3434,17,1525,10046,245,26895
8229:14129,58,17,616,84,302,518,8,6,354
8245:76,10503,8454,14403,27291,17,10404,34529,106092,21963
8264:9407,545,73761,96367,17,14034,39436,542,100889,83266
8270:10682,24676,1109,17,236,48507,47255,654,39153,93241
8276:17,84,58,616,6,138,3234,650,15,866
8285:302,14626,17,39108,75235,79453,616,58,56303,8
8286:20765,5121,17,78603,302,654,58,616,113030,76
8287:10834,6733,39436,23950,68034,24917,40,2139,14597,262
8310:6224,44227,60114,49237,47188,105234,306,4341,61102,6311
8325:93329,17,302,654,29185,58,616,29,866,76
8326:361,302,76,654,58,616,1102,8,394,301
8343:302,654,58,616,790,26748,650,301,542,8
8347:29,616,354,8,289,138,650,518,6,301
8352:11626,709,29709,17,76,873,736,6793,301,245
8368:17,32256,654,53938,289,302,616,24218,76,322
8380:336,36502,168,14754,1013,760,8459,752,6097,1326
8396:97,116,43789,302,58,17,1102,616,162,354
8401:302,654,361,239,84,58,726,354,837,301
8406:699,1102,654,17,29,8,616,518,354,58
8411:302,101420,866,654,58,84,361,354,224,1102
8449:27322,61822,23191,2880,4825,3172,107332,6434,1712,5450
8477:22,189,3172,4755,168,226,17,508,297,719
8491:2850,11326,56633,226,70,138,394,64331,38353,630
8499:12117,1205,17,34779,441,1002,931,64722,4755,710
8500:4455,8418,50294,88651,120437,60193,29047,114133,69811,51477
8513:30316,11,7145,17,119,77332,106924,70,508,327
8517:57092,25041,91334,29782,85190,68028,88325,117399,18105,616
8530:99733,2317,58,302,17,654,84,162,650,1424
8531:302,58,8,1762,301,15,29,564,650,542
8536:1057,17,8579,8151,616,654,8,13832,10041,58
8537:1568,14202,17,123101,363,58,616,654,8,302
8569:1527,4825,10041,1352,12016,6434,8848,7859,30257,1923
8581:236,94993,23639,17,14750,616,698,654,302,58
8582:1567,3250,17164,1102,837,354,650,6,285,8
8603:25937,51517,17,108785,947,84,302,8,107237,2058
8635:866,17,302,76,654,29884,58,546,616,13083
8636:6901,8783,26437,48431,2857,38820,17,24647,28389,29172
8644:568,1332,20984,1240,55436,91326,53644,17,616,302
8651:1119,2162,302,84,654,875,354,947,70,58
8660:1119,3476,17,58,84,616,138,162,354,495
8681:8683,699,84,654,302,8,866,289,518,354
8692:3423,42354,18239,1749,5767,2379,8283,780,39617,3137
8718:1400,984,2103,5480,8860,463,7180,7838,1230,39242
8719:361,654,29,84,354,58,138,8,616,301
8735:6759,10047,3244,1681,289,162,1102,19993,24698,322
8736:6491,7503,18239,7890,13737,17,6127,48914,16731,500
8746:65,302,58,616,84,8,518,542,650,394
8747:85160,302,654,84,354,58,866,76,650,361
8760:38295,17,88028,302,616,654,64116,116508,58,58063
8768:39619,48992,5726,56217,95858,17,115140,18115,96188,4979
8771:65,7446,8,17,58,1762,354,302,654,6
8774:8483,699,1382,6837,2266,58,15521,17,30301,1102
8788:97,116,8276,25946,46756,5753,58,29,84,6
8789:117014,119009,25987,17,245,10041,2880,76,378,931
8790:398,675,16158,82551,40518,11563,104630,12760,48741,5522
8802:8870,302,654,354,8,616,1762,301,866,289
8810:709,9212,17,11268,873,736,76,378,1023,508
8812:687,2204,986,3423,2967,226,140,780,66439,1749
8825:9342,1455,22142,17164,654,58,7795,616,8,84
8863:2816,302,58,654,8,354,1762,518,861,301
8868:1102,17,2416,518,354,302,736,654,8,327
8870:17,29,1762,354,58,8,616,2570,138,518
8872:861,65,17,510,245,654,302,32,363,486
8877:94,9943,24429,14202,17,15,32,654,564,245
8889:17,57664,22752,41380,123202,302,2583,12670,8011,76
8890:9429,226,81446,17,13086,1462,9583,354,302,654
8900:1403,302,654,58,84,138,866,616,76,301
8906:77859,17,354,302,1023,654,650,518,1535,5268
8912:17,76,302,138,654,866,26781,1462,81,354
8913:5111,68608,14793,39365,840,10541,5627,8934,33935,2548
8915:1287,65,119,1102,17,58,518,138,654,301
8916:418,78742,57740,302,115276,17,1178,654,15765,616
8924:13170,4715,17,226,441,76,1410,5122,508,21224
8931:1196,58,302,654,616,8,84,518,354,301
8935:55062,302,654,616,58,8,650,564,23409,103
8958:31872,302,654,58,84,616,866,650,899,76
8984:9725,81173,60889,25127,29417,14754,297,352,162,78059
9000:554,1102,17,616,1804,302,518,8,2469,6
