3988:11243,81,986,827,1888,20899,780,500,18034,2967
4006:2200,353,17,302,58,654,245,616,8,301
4007:90659,12438,71698,81,226,17,84626,986,35264,140
4008:17,226,302,654,2583,84,866,354,22219,1462
4009:46276,1119,12512,2239,90093,17,88499,4269,91219,616
4028:17784,81,9212,8511,76420,3423,13471,1888,11268,48523
4031:17,4505,73508,60402,656,302,616,245,301,76
4053:17876,10323,295,19963,44073,17,100583,736,616,15
4064:14003,302,654,84,861,8,2293,542,6,650
4067:654,58,17,542,8,650,861,84,15,518
4068:3141,17,2200,302,616,3304,508,65,4745,76
4069:709,3632,1102,354,518,138,162,650,289,15
4084:654,3250,29,17,84,861,518,15,8,162
4091:750,17,15,1102,542,518,654,354,6,58
4098:3900,3563,1681,4113,289,322,20861,5368,2252,37149
4104:76,302,16011,654,736,58,616,84,8,1023
4124:10832,54300,5557,11255,7994,4,168,3601,11859,719
4132:14202,5465,542,17,15,61,616,245,787,402
4138:124,17220,2162,1119,17,70,875,62104,138,354
4140:2337,61502,1528,1326,168,20606,20747,76,60796,719
4158:3177,5214,760,168,7180,8860,5480,877,984,719
4164:32162,2162,1403,1631,17,1119,57499,302,354,875
4167:17,112040,8968,12776,302,654,1606,508,36331,616
4171:5112,13407,17,8321,19302,9289,11050,57427,43064,9019
4177:17612,17,5484,11,6579,1979,1362,675,21619,518
4179:568,2816,7700,302,17,58,84,616,354,6
4184:199,19963,84,616,354,650,301,289,1102,322
4190:3728,7409,591,68643,82780,17,70490,28144,20194,123202
4210:19984,17,58,101,66,16491,654,302,322,616
4213:29552,8868,699,990,43182,22606,302,654,1102,289
4237:699,302,654,518,24057,354,616,58,1762,55289
4242:559,302,17,542,84,518,654,15,650,564
4249:168,564,89310,79545,19999,17,226,297,60709,12254
4269:1196,18867,29,84,17,616,354,58,650,564
4273:654,302,84,866,361,70,76,301,58,1462
4275:17,654,29,58,84,616,8,76,354,138
4277:8276,4756,654,58,17,29,162,8,518,354
4281:285,322,901,10930,58,17,84,861,6,650
4301:116,1451,17,84,518,354,654,302,301,15
4303:1684,616,17,58,518,84,650,302,1578,32
4304:65,302,84,239,301,8,518,650,138,15
4344:5465,3632,58,17,654,302,84,542,650,15
4353:17,5899,787,1077,302,654,87811,8,49643,104726
4357:17,564,650,616,59610,9309,8,12090,84037,327
4365:14593,168,2259,2103,984,9375,8860,42205,1740,574
4371:10066,60334,6507,12455,17,67872,93409,86979,43103,8959
4372:65,42352,967,81,70,76,616,354,58,84
4399:3354,5604,6091,2292,18239,616,58,17,84,138
4400:554,656,853,40390,22980,17,15,13294,616,84
4407:58,29,616,84,354,8,650,76,6,518
4424:46978,14602,76002,44885,83937,18907,47755,94694,36269,72441
4426:4455,12906,29047,8764,40992,35703,50294,106663,85105,88651
4436:2583,1065,238,17,3294,1951,245,28248,736,1023
4457:34988,86607,17,38943,245,58458,542,15,103,32
4466:21815,119,17,84,1102,301,138,289,6,518
4469:650,1869,1719,454,559,654,43182,17,29,542
4482:356,2068,58,162,861,17,564,6,302,84
4507:322,17250,84,5998,302,654,518,58,110340,1102
4514:245,6901,28541,24467,866,17,96993,76,29,9095
4517:302,1102,354,58,616,518,866,650,361,6
4522:26509,6223,54390,214,16866,15163,40840,3522,24702,22238
4530:6,709,11142,121944,46379,16180,58,17,101048,650
4537:40356,186,17,7649,302,22713,654,616,8,16097
4543:1039,17,2139,866,546,76,13083,354,40,262
4562:5567,17,82867,564,650,616,736,8,58,84
4578:225,1348,8004,17,29,43649,84,6726,591,354
4588:17,58,616,84,302,354,301,76,6752,650
4618:119,3017,1965,21775,91159,990,61590,17,40513,9271
4633:8977,21206,81381,68023,62686,100082,35545,82785,30597,16487
4637:3926,35703,8764,106663,40992,75969,112559,86608,88651,85219
4640:119,709,58,29,84,354,15,650,518,8
4641:189,4825,2880,12990,1527,6266,6434,7880,8848,3107
4642:749,10856,14202,35143,1102,654,4133,616,354,76
4651:302,17,654,58,616,726,650,542,1196,285
4665:749,1348,58,654,616,84,8,650,29,354
4682:95041,22920,10937,57448,7454,56183,32733,19637,2784,48019
4687:302,726,58,84,395,354,29,616,6,650
4692:302,58,654,1102,301,616,866,8,650,361
4702:13617,72788,34813,67691,5197,83972,60121,3509,36929,8892
4730:356,17952,46215,302,654,84,58,354,616,8
4736:14940,48,866,302,654,84,1187,354,875,70
4745:17,1558,967,84,302,518,289,564,15,542
4749:496,5928,17,94298,108445,616,508,354,70,17123
4760:40263,17,76,6387,4427,866,31633,361,26966,2848
4762:1578,302,17,1549,542,616,654,736,62277,58
4767:22002,12332,31879,21207,59005,25910,37325,11629,10048,17
4774:116,709,58,616,354,138,518,650,301,866
4779:18056,366,17,116,8543,15540,94,378,273,813
4788:1102,302,654,58,518,866,301,650,361,285
4794:322,14628,30734,70182,23770,58,58075,650,302,27781
4796:4622,78605,10503,8454,17,27291,14403,76,19489,21963
4797:402,65,755,1102,20458,15141,4173,8276,4522,3304
4802:13221,48,302,654,84,58,354,1187,616,301
4816:47934,17,54336,8232,85885,18037,302,654,8021,616
4831:654,29,40192,58,84,44,616,76,354,76752
4834:559,875,518,17,542,245,302,70,654,787
4852:81362,38716,103304,2303,8258,48028,82452,60521,53416,61759
4863:84,17,85303,21650,11229,302,8,35143,616,654
4870:17,837,361,616,239,302,654,84,58,29
4875:5214,5237,654,58,29,616,84,76,354,8
4889:18867,786,1155,302,654,1102,48,58,866,616
4894:4880,31606,17,866,698,76,1730,100998,40,546
4910:185,302,654,866,84,58,354,29,616,1886
4919:559,17,518,654,138,19340,302,301,15,1190
4926:73168,302,654,84,58,616,787,37127,301,1168
4934:1352,27070,17,2880,7160,3172,10041,76,1527,157
4935:106,122982,12783,10950,17921,7173,54302,30820,14003,1037
4944:30117,113789,17,302,14195,112750,79084,78535,65925,378
4946:39258,17,38325,93465,70,88348,21731,1359,104276,14180
4949:508,15403,9354,50424,17,40,654,8454,84167,3037
4951:44666,17134,1205,17,19228,653,10950,4991,76,105471
4956:18867,10039,76,29,654,17,58,5097,616,226
4961:30143,12652,103715,25443,36924,17,54994,26436,840,89560
4986:654,58917,17,29,59847,616,70,138,84,354
4992:1614,1348,17,9789,302,364,58,32,654,616
4998:17,58,8016,302,84,591,6,650,354,518
5001:7973,17,58,84,616,518,650,302,354,76
5006:17,302,654,17867,449,58,62905,73035,616,95593
5007:1405,46215,3153,5117,441,2715,17,2548,4268,13
5018:654,29,58,1102,616,518,354,84,32429,650
5031:2097,302,84,654,58,518,1102,354,301,76
5039:36263,69493,10536,16036,31492,18783,49377,80214,23373,9055
5040:1405,65,1930,17,518,84,15,301,322,542
5047:4958,25164,17,109766,616,32,542,58,12661,117783
5048:13069,17,6491,76,30301,18239,650,302,616,500
5079:15,645,58,616,84,354,76,6,8,1102
5086:70,76,367,17,10048,500,866,22002,2139,262
5088:151,17,554,302,616,650,54055,654,114500,58
5090:91608,41570,121610,17,117859,57521,66706,30472,100,13408
5097:17,35482,76,302,57786,508,616,8,71598,17644
5107:1217,17,27478,106192,28831,787,35469,302,52552,105708
5119:8276,4027,84,302,616,654,58,518,76,1102
5120:50572,20398,866,17,123316,361,62267,616,25385,7194
5129:44666,7711,168,5738,827,5480,23285,719,984,760
5147:654,58,29,84,650,861,8,354,1102,301
5176:2674,17,101,875,654,84,322,302,616,542
5188:3107,4755,1527,17,2880,7006,441,1991,76,508
5207:58113,16671,105986,17,33239,7318,518,84,58,17790
5208:17,84,138,354,518,289,6,1102,1476,610
5247:1217,2776,58,17,616,654,67427,542,1511,1196
5271:36535,75582,85703,37610,85496,26966,17,70,99225,23376
5279:18391,17,302,58,8,1462,736,518,650,6
5288:119,65,28541,302,3233,616,76,58,650,508
5294:124,46215,1958,17,2162,245,15242,891,875,947
5299:449,3297,296,654,58,616,650,1102,15,6
5300:285,749,44923,17,68502,5303,654,358,354,58
5306:17,3638,654,302,616,58,15,518,564,8
5309:61628,1382,48,6733,89092,1050,10384,17,10681,3570
5329:19871,25479,77881,1119,17,57773,28261,4420,947,75951
5361:29,17,518,15,13704,2338,6030,22606,1476,46904
5364:7450,35283,24655,9323,10305,56900,14890,45160,1992,58654
5378:11644,49219,5315,302,9629,8,518,354,289,650
5385:3675,915,2917,1339,9617,2162,8,138,301,518
5387:650,71980,17,6,84,3234,138,354,322,518
5397:29,84,354,616,866,1102,301,650,76,289
5398:17,654,71206,58,302,14910,616,33465,518,182
5403:18867,2064,654,58,29,84,650,354,394,8
5425:554,17,73,84,654,302,8,1804,616,9514
5433:518,101,654,29,84,224,58,616,354,76
5434:95233,5311,13171,17,654,44208,1133,20396,302,81
5435:1086,1102,654,17,29,58,354,616,6,736
5436:116,1102,302,354,654,2058,138,70,899,8
5438:4032,4205,1186,1102,302,654,616,518,58,354
5449:27264,46806,102412,81,86493,17,5663,76,15420,27166
5455:1039,48,17,58,508,518,61,302,654,8
5456:50921,17,8,58662,302,17946,518,9729,616,15927
5458:17,1886,302,441,79533,1205,245,616,12094,4444
5462:65,302,654,84,899,58,354,616,70,518
5472:16286,3423,226,5767,780,1749,1888,3498,13544,22597
5474:1196,1405,1039,5465,302,58,84,8,518,50451
5477:95313,37419,112244,78569,1397,70014,804,5975,149,9054
5478:6803,24120,827,90552,40319,17,10451,74619,2153,38785
5479:7312,21722,17,10234,86979,114848,18452,38719,74078,76
5480:84,58,354,616,8,138,518,6,301,3234
5499:7211,3939,1749,3718,140,2616,37567,226,8283,6108
5512:19984,124,15,17,518,61,564,616,32,245
5527:302,654,58,616,76,866,84,1023,8,564
5530:8546,58,17,542,650,8,518,564,654,302
5535:1382,26273,17,1023,226,827,138,518,302,354
5536:3409,67074,17,67283,17990,654,4529,70,76,616
5542:1958,327,17,15,245,654,131,616,364,2200
5551:302,654,58,616,19623,361,84,866,354,46332
5562:17,302,58,944,616,84,354,29,6,301
5580:654,58,302,616,84,518,15,354,32,322
5601:296,418,58,302,17,84,8,76,542,518
5611:51975,302,654,58,616,224,76,84,60433,564
5632:1217,22606,60815,58,17,302,654,84,518,8
5644:104930,20124,1397,4889,9644,43652,5975,9054,98220,17
5645:17,76,13756,302,654,138,901,866,616,301
5656:1102,302,654,518,58,616,354,6,301,736
5666:236,1912,7795,60428,3448,49,564,4203,24569,31250
5683:30991,719,1013,7180,984,8860,2318,24145,1528,17
5696:2292,39881,17,354,8,15,84,301,302,654
5702:97,3265,84,616,354,6,1102,650,301,138
5707:8225,1352,3172,2880,11725,16519,1712,12990,30257,6266
5717:709,40568,1076,8392,9189,12861,12507,33385,70536,17486
5721:17692,17,302,40841,654,84,8,58,106771,616
5722:1217,58,17,84,8,302,224,43724,654,15
5741:278,829,58,8,736,616,76,650,6,518
5765:39997,58,17,591,8,654,302,542,902,650
5766:6906,70648,42870,74238,114564,76,101910,17,20416,69687
5780:709,58,17,84,327,302,564,354,518,542
5784:289,17,554,302,542,616,34442,76,32,902
5798:10427,17,8,89089,899,302,80090,27487,616,10854
5803:65,1102,29,8,138,289,76,6,70,736
5817:749,3628,17,58,84,616,16155,650,1102,12262
5822:19442,28244,109961,17,119496,44868,25726,616,840,75657
5834:2937,5708,17,5702,650,616,3429,58,564,302
5858:28541,168,719,984,14226,8860,2103,5480,7711,135
5863:3915,4671,14259,3578,14669,12861,7468,17,815,9435
5864:1382,1544,116,709,17,361,70,616,866,650
5865:48712,60576,59396,114018,23832,78918,74238,2291,14034,39682
5876:2360,24738,2838,2200,185,81689,10895,16514,245,75765
5884:22935,19197,398,855,17,15,542,1196,616,58
5890:7610,302,17,654,54733,4913,285,58,14617,650
5894:749,48210,17,111982,3260,1326,76,15513,5403,81594
5922:58486,1102,302,654,866,64849,58,8,27948,76
5923:1196,10930,17,84,518,616,49162,736,542,650
5943:15444,17,302,654,495,6,616,58,162,285
5956:650,1109,819,709,5567,58,654,8,15,564
5964:356,794,62,17,48703,616,654,6,58,61
5990:87258,14732,17,73294,302,14920,67617,56002,110481,616
6001:9629,30216,984,8860,22333,719,2103,2833,76,661
6002:92724,38745,17,32798,68084,302,866,88824,81709,48014
6018:8445,17,9651,302,131,654,616,4432,486,146
6020:56900,18975,24655,5053,1992,538,698,3746,45160,9323
6027:6,554,10560,245,356,656,33060,75427,58,56243
6031:14642,21816,80208,69507,6974,12407,43032,63666,74776,45379
6062:17,46972,1851,91899,302,65,81,13785,31773,899
6067:12710,48,17,1187,138,14891,354,302,226,2162
6073:17,29,58,8832,616,84,151,76,354,650
6076:65,58,17,591,542,654,302,650,8,564
6078:24608,17185,25479,1495,19871,15921,47516,9289,10492,43021
6083:2548,10230,5111,28599,17,12063,50642,2338,616,492
6093:654,29,361,115021,48,8,138,58,301,1762
6109:17,1250,22733,302,616,8,3241,654,15921,1359
6118:654,29,58,616,84,500,1023,76,8,70
6128:84,354,866,138,1476,1102,650,301,289,736
6135:120772,2798,3376,102385,1991,149,1790,120699,16005,30057
6137:302,58,354,8,138,518,1762,736,289,866
6139:4249,17,1102,302,654,8,518,354,616,55030
6155:26712,27119,245,1410,1744,14955,710,8,76,84
6161:3409,14964,2447,17,11120,1905,11623,6491,29487,4126
6162:9943,3632,289,17,654,302,84,322,616,518
6164:3423,986,116404,226,1749,32272,262,780,1888,140
6179:7268,4040,10981,73457,22413,17908,17835,3243,103009,7862
6186:101,17,654,302,616,542,84,518,650,8
6192:6733,18867,138,226,17,354,36210,508,2423,564
6202:17,564,12090,302,866,650,654,2139,429,361
6205:17,354,83183,302,36504,84,57214,254,650,17290
6207:39546,302,654,616,58,84,866,8,301,354
6210:1102,48,518,17,138,1187,354,58,1462,736
6219:4755,3107,2880,1527,7859,1352,17,5624,10041,189
6228:709,58,302,18355,84,354,1102,76,224,564
6270:2280,22192,19132,17,79129,99471,104149,89106,85600,27048
6271:285,2200,654,58,3234,84,726,495,354,616
6283:302,654,58,76,616,354,84,53409,8,224
6290:18315,2232,3191,17,22540,616,654,302,58,5830
6298:65,61736,4032,5045,73007,17,20974,616,114461,46264
6301:901,17,84,616,495,6,289,70,1102,650
6331:3423,780,226,1888,986,2301,731,8511,1749,22597
6336:3107,4825,48,17,2880,1187,1352,902,189,84
6338:398,5048,302,654,138,3423,1102,58,3374,22597
6345:10985,14202,46215,616,58,8,76,245,542,650
6351:1913,6387,10585,385,17,25216,76,120997,302,361
6357:813,3476,7178,427,1102,654,58,616,29,518
6371:8276,654,17,29,58,650,616,84,138,162
6392:70,564,58340,986,17,262,361,650,40,24658
6395:21065,1497,4569,44439,4755,1335,8466,39512,4825,27344
6404:661,168,984,5480,53074,2642,9783,1528,46771,1400
6407:1527,81,1352,16404,14059,11839,1712,8848,262,508
6413:44,20235,52869,17917,17,94441,73534,81,44945,302
6420:10648,8733,2582,574,11856,13677,168,8860,719,4877
6450:650,116,5017,1102,654,58,518,29,616,138
6457:114321,40240,44315,102509,17,77984,111731,7937,76,14470
6469:17,5581,302,654,1462,58,301,70,84,1535
6475:17,302,616,84,354,74910,361,650,322,301
6520:13501,834,4626,13049,27094,18791,5767,508,780,70
6543:654,29,58,17,616,84,76,542,518,1102
6555:654,58,354,8,518,138,616,650,361,6
6565:37522,22006,27071,1883,17,302,12362,80053,6573,47823
6568:10230,3196,24553,840,197,13049,8041,5627,14793,5966
6587:14202,30301,19233,18438,5343,58,3067,5578,17,18631
6593:29,58,17,616,84,726,510,6,72694,354
6594:17,48,1913,1187,302,226,84,654,76,2162
6597:2528,1651,1839,17,76,6901,1799,70,698,302
6641:1382,26460,8276,10930,15304,17,518,542,564,32
6642:13683,29,518,25363,8445,17342,81112,58,65522,32709
6655:17,866,105226,546,354,226,73902,302,16024,654
6658:6683,17,302,654,20505,117556,4981,84,71859,616
6671:39897,3536,25960,63088,1830,27122,92246,16874,21940,6699
6676:17,79543,866,302,79330,654,58,27705,19306,616
6682:84,239,58,866,726,3234,138,301,361,8
6723:135,9491,12657,7235,46771,168,984,4119,661,5480
6725:288,3155,302,33967,17,654,354,58,650,7589
6728:7667,2995,616,302,8,58,654,84,76,542
6735:1155,17,616,58,84,354,70,8,6,518
6736:19536,1039,14202,12253,10682,17,8442,10075,14750,4203
6737:17,302,76,654,616,58,81,327,650,8
6749:12254,2103,1400,5480,168,8860,661,135,15624,463
6773:301,616,8,518,1762,6,1119,224,285,947
6792:17,302,1762,654,58,8,518,354,2570,138
6793:5312,692,1102,654,354,138,29,58,8,736
6843:65,31117,908,18287,11,2085,2048,654,2950,8
6851:3915,2880,10041,4825,3107,3172,17,5624,8848,518
6883:17,4542,302,654,58,245,285,57270,25491,1245
6886:179,19984,709,1548,230,559,58,84,616,518
6889:302,3216,654,5337,866,58,84,301,899,361
6895:13083,866,33748,17,1763,546,254,10947,2139,5217
6898:709,40,2139,17,650,1069,81,2414,226,616
6903:2414,17,1913,254,302,546,354,98742,2139,654
6932:97,17,61790,6073,224,616,654,5740,182,58
6933:17,82584,1745,616,302,3260,76,650,20168,16654
6939:11488,138,17,518,654,302,84,15,58,6
6948:102171,6302,769,14610,56195,4589,1007,64933,31819,3514
6960:361,17,5807,37960,87207,70,111241,68079,84,76
6966:3770,81362,38716,2303,8258,48028,60521,103304,82452,61759
6977:73688,473,10561,46673,17,101003,9902,79831,50316,616
6982:361,17,73805,75251,47429,302,2845,76,654,10692
6984:53992,69814,73267,79255,13644,17,108856,11796,57053,82209
6992:1827,2714,2403,20173,17,53369,82585,245,441,3506
7005:70100,15,1196,5567,14129,302,654,84,616,58
7019:48,17,2162,84,1187,58,8,518,10616,302
7034:65,94,60391,2030,32302,58650,17,108570,58,8
7035:7411,49084,10898,302,654,58,616,2566,301,1102
7044:8579,48,8151,84,302,654,1187,70,866,301
7053:168,37482,719,121894,76,1460,59197,30978,55476,95794
7059:6256,661,2012,58298,984,2318,109940,1326,1740,22493
7112:75057,2449,71443,103280,120102,102248,107052,66211,37505,81729
7116:1245,10175,17,78564,22546,857,28791,22128,245,302
7118:654,58,29,616,76,1102,138,84,224,8
7133:84,58,354,616,866,650,138,1102,301,8
7137:8563,70580,26165,39684,7082,4943,23213,52245,15202,76105
7159:654,302,84,101,301,70,736,518,1102,8
7173:18525,17,302,654,58,28785,25219,103286,616,36070
7178:33580,9974,25588,107021,1290,302,112584,63619,2683,17
7183:1869,17,616,650,518,736,6,301,289,8
7192:58,616,29,84,15,518,354,8,76,138
7203:11590,16045,5975,10981,17,311,603,17232,8772,7658
7214:60127,1985,763,230,54886,899,46287,17,48,18253
7224:131,52341,17,94039,616,32,364,654,302,363
7232:50661,10039,5097,890,17,226,4743,2139,1462,138
7268:17,3234,616,84,354,1476,289,162,138,1102
7294:23604,17,518,1102,47807,354,301,654,616,302
7299:4212,743,302,616,58,654,76,542,8,84
7303:83785,74118,104811,121398,46289,41588,20186,22110,41595,21679
7326:76,87900,302,866,95162,361,58,61873,40,138
7346:508,1326,2139,564,9800,80327,168,40,69173,226
7348:17164,17,654,302,58,616,866,7960,76,162
7356:46215,29732,117677,44945,94447,18777,81659,94441,2492,1326
7366:18867,10930,43535,5708,1102,654,29,58,354,616
7367:39204,69067,113879,76,58888,33388,17,48433,302,9447
7397:6275,58,17,84,182,591,650,8,654,302
7410:81,46621,226,2379,70,34829,500,2967,140,16404
7414:116,1180,162,6278,17,37780,654,93098,18904,39511
7419:168,76,463,8860,1147,2318,719,35229,1400,661
7433:302,14528,654,58,866,616,10736,1102,76,4985
7444:7334,27085,70818,14669,4671,17,20063,7969,76,112009
7467:23813,8276,22606,5048,3632,4940,962,654,616,8
7488:116,302,49219,1719,10279,58,84,616,354,518
7518:908,1449,2816,2950,84,302,654,58,518,616
7519:709,2307,48,1187,302,875,654,70,616,76
7556:67880,48210,47738,22059,20008,25740,71189,103730,25177,31760
7558:168,2318,60709,24358,14226,76,17,8860,54658,984
7563:84,58,354,866,3234,138,616,301,650,8
7572:12657,168,984,719,7180,4394,9417,661,8733,5557
7586:760,5480,16929,984,64022,168,2833,8860,3211,1124
7590:654,302,616,44144,289,76,650,542,322,363
7603:4573,302,616,654,58,650,76,33267,564,8
7605:1410,302,654,76,616,58,8,84,650,19288
7607:964,44115,13511,30188,302,76,89705,616,650,107603
7608:302,654,1762,866,354,8,138,58,2570,301
7637:1344,58,302,81,654,363,616,1681,8,84
7657:6135,75298,20235,102808,33346,44877,445,6453,782,75581
7661:17876,49217,44827,17,302,616,654,902,84,245
7678:1352,3107,2880,3172,6434,6601,8848,12990,1712,16519
7692:27293,6,554,656,356,1604,3657,2266,75427,30860
7707:18867,84,29,73,616,301,1102,1804,70,866
7708:1335,21624,6328,109780,13504,1539,311,17,53537,118661
7713:654,29,354,236,84,58,650,70,5457,138
7741:302,179,14186,17,162,944,84,354,861,6
7742:354,3,3628,4174,4113,13458,616,11881,1021,8
7743:736,6249,4123,698,70,96779,650,2139,58,17
7751:15141,427,48,654,29,84,58,1187,354,138
7760:21997,68700,17,64593,21903,302,616,34316,15931,64648
7766:118281,93752,18787,43500,102443,88238,3999,11499,100637,18230
7787:12776,17,98967,54680,518,76,327,301,7705,302
7813:1155,596,106238,17,8087,616,73745,654,121345,58
7818:5575,356,891,616,58,17,8,650,84,542
7823:28541,15434,10360,2153,17,76,32833,2579,46395,17818
7825:70,1790,17,226,508,354,1023,24030,302,63109
7841:224,1039,58,654,302,8,84,518,8151,650
7844:2427,99471,62435,302,34839,654,84,60636,616,58
7850:869,4121,17,3085,39840,7006,5734,302,76,508
7863:559,17,302,654,616,1190,16127,58,554,364
7869:22646,81362,2303,8258,25398,103304,40029,42150,81744,90081
7888:54038,709,11,58,654,17,84,76,861,542
7894:63428,50605,111136,4858,17,91900,95086,44147,118023,76
7915:238,84,17,616,58,302,354,6,1102,15
7945:168,1740,9417,463,661,8860,2642,50045,7235,76
7946:1217,2897,8213,17,15,302,138,654,40457,301
7949:119,559,8151,17,1119,327,787,245,508,31792
7951:84,58,29,616,354,301,76,138,8,518
7962:2272,29,8,289,650,564,1762,861,361,1196
7976:56884,26279,42330,46610,18963,34650,61463,17,76001,41166
7977:591,866,302,654,354,76,1102,58,224,301
7990:17,2268,1951,76,616,58,564,302,654,8
8002:33472,5323,7623,62607,2028,16036,5122,4856,29311,441
8009:58,121448,17,13523,591,2748,302,22563,650,564
8023:1382,245,58,353,17,518,8,542,12344,301
8032:17,92524,31954,106434,1435,76,70,301,16459,32
8054:873,46215,2139,81,17,5202,68125,564,70,698
8065:8276,58,518,354,542,495,861,239,650,363
8068:10787,24655,538,5962,10048,3746,49507,21640,18975,28945
8069:1372,3207,3506,970,8536,866,8871,86638,245,3434
8081:709,302,361,189,84,354,58,76,70,1102
8090:29709,296,84,58,354,616,837,3234,866,8
8097:51052,1435,6588,64856,17,1936,508,76,103027,6793
8103:65416,25751,29263,41180,48159,3509,110789,4568,44420,47013
8130:1102,17,518,354,116922,302,8,654,736,301
8134:57519,1913,2848,105057,17,74016,21332,106223,45269,40981
8137:4880,559,25164,14202,58,29,138,736,301,15
8141:2816,14152,17,974,8743,76,11759,616,4481,10466
8150:65,1958,17,84,302,518,138,6,650,289
8159:17,6400,358,302,8788,616,654,8,17552,76
8163:2930,17,53328,254,1995,546,76,13083,16390,2139
8186:654,518,58,29,354,616,138,37150,736,301
8200:654,302,866,84,58,361,301,76,96143,1102
8206:15459,47339,13243,616,1598,28618,1305,262,65599,52551
8217:1786,58,17,591,22083,302,654,861,8,542
8224:96654,2982,814,7624,84,17,518,1462,289,654
8225:774,8871,8536,25783,3434,17,1525,10046,245,7817
8229:14129,58,17,616,84,302,518,8,6,354
8245:76,10503,8454,27291,14403,17,10404,34529,106092,42440
8264:9407,545,73761,17,96367,542,14034,39436,100889,83266
8270:10682,24676,1109,17,236,48507,47255,654,39153,93241
8276:17,84,58,616,6,138,3234,650,15,285
8285:302,14626,17,39108,75235,79453,616,58,56303,8
8286:20765,5121,17,78603,302,654,58,616,113030,76
8287:10834,6733,39436,23950,68034,24917,40,2139,14597,262
8310:6224,44227,60114,49237,47188,306,105234,4341,6311,19100
8325:93329,17,302,654,29185,58,616,29,866,76
8326:361,302,76,58,654,616,1102,8,394,301
8343:302,654,58,616,790,26748,650,301,542,8
8347:29,616,354,8,289,138,650,518,6,76
8352:11626,709,29709,17,76,873,6793,736,301,245
8368:17,32256,654,53938,289,302,616,24218,76,322
8380:336,36502,168,14754,1013,760,752,8459,6097,1326
8396:97,116,43789,58,302,17,1102,616,162,354
8401:302,654,361,239,84,58,726,354,837,301
8406:699,1102,654,17,29,8,378,616,518,354
8411:302,101420,866,654,58,84,361,354,1102,224
8449:61822,27322,23191,2880,4825,3172,107332,6434,1712,8848
8477:22,189,3172,4755,168,226,17,508,297,719
8491:2850,11326,56633,226,70,138,394,38353,630,9121
8499:12117,1205,17,34779,441,1002,931,4755,710,4444
8500:4455,8418,50294,120437,88651,60193,29047,114133,69811,51477
8513:30316,11,7145,17,119,77332,106924,70,542,327
8517:57092,25041,91334,29782,85190,68028,88325,117399,18105,616
8530:2317,99733,58,302,17,654,84,162,650,1424
8531:302,58,8,1762,564,301,650,15,542,29
8536:1057,17,8579,616,8151,654,8,13832,10041,58
8537:1568,14202,17,363,123101,58,616,654,8,302
8569:1527,4825,10041,1352,12016,6434,8848,7859,1923,27138
8581:236,94993,17,23639,14750,616,698,654,302,88665
8582:1567,17164,3250,1102,837,354,650,285,8,6
8603:25937,51517,17,947,108785,84,302,8,107237,2058
8635:17,866,302,76,654,29884,58,546,616,108899
8636:6901,8783,26437,48431,17,2857,38820,24647,28389,29172
8644:55436,568,20984,1332,1240,91326,17,53644,616,302
8651:2162,1119,302,84,875,654,354,947,70,58
8660:1119,3476,17,58,84,616,138,162,354,495
8681:8683,699,84,654,302,8,289,518,354,301
8692:3423,42354,18239,1749,5767,2379,8283,780,39617,3137
8718:1400,984,2103,5480,8860,463,760,7838,1230,39242
8719:361,654,29,84,354,58,138,8,616,301
8735:6759,10047,3244,1681,289,162,1102,19993,24698,654
8736:6491,7503,18239,7890,13737,17,6127,48914,16731,500
8746:65,302,58,84,616,518,8,542,650,394
8747:85160,302,654,84,354,58,866,76,650,361
8760:38295,17,88028,302,654,616,64116,58,8,650
8768:39619,5726,48992,4979,95858,17,115140,18115,19089,56217
8771:65,7446,8,17,58,1762,302,354,654,6
8774:8483,699,1382,6837,2266,58,15521,17,30301,1102
8788:97,116,8276,25946,46756,5753,58,29,84,6
8789:117014,119009,17,25987,245,10041,76,2880,931,31362
8790:16158,398,675,82551,40518,11563,12760,104630,48741,5522
8802:8870,302,654,354,8,616,1762,301,866,289
8810:709,9212,17,11268,873,76,736,378,508,1126
8812:687,2204,986,3423,2967,226,140,780,66439,1749
8825:9342,1455,17164,22142,302,654,58,7795,616,8
8863:2816,302,58,654,8,354,1762,518,861,301
8868:1102,17,2416,518,354,302,736,327,654,8
8870:17,29,1762,354,58,8,616,2570,138,518
8872:861,65,17,510,245,654,302,58,32,363
8877:94,9943,24429,14202,17,15,354,32,654,564
8889:17,57664,22752,41380,123202,302,2583,12670,8011,76
8890:9429,226,17,81446,13086,1462,9583,354,302,654
8900:1403,302,654,58,84,138,76,866,616,224
8906:77859,17,302,354,1023,654,650,1535,518,564
8912:17,76,302,1462,138,866,26781,654,81,9583
8913:5111,39365,14793,68608,840,10541,8934,5627,2548,33935
8915:1287,65,119,1102,17,58,518,138,654,301
8916:418,78742,302,57740,115276,17,1178,654,15765,616
8924:13170,4715,17,226,76,441,1410,698,508,21224
8931:1196,302,58,654,616,8,84,518,354,301
8935:55062,302,654,616,58,8,650,564,301,107662
8958:31872,302,654,58,84,616,866,76,650,899
8984:9725,81173,60889,25127,29417,14754,297,352,162,78059
9000:554,17,1102,616,1804,302,518,8,6,2469
9001:4797,110739,16127,12993,29087,47366,49517,55337,37507,6417
9013:15766,285,17,93405,58,302,616,654,62037,5991
9024:650,17,616,302,58,654,3101,238,542,8
